,Time
823,2007-11-17T20:44:04.897
824,2007-11-18T02:57:28.739
825,2007-11-18T03:39:32.629
826,2007-11-18T09:31:54.525
827,2007-11-18T10:19:44.153
828,2007-11-18T16:20:36.014
829,2007-11-18T16:57:46.026
830,2007-11-19T05:46:01.584
831,2007-11-19T06:27:13.613
832,2007-11-19T12:28:57.334
833,2007-11-19T13:10:26.650
834,2007-11-19T19:14:37.310
835,2007-11-19T19:56:41.200
836,2007-11-20T01:55:14.765
837,2007-11-20T02:44:48.115
838,2007-11-20T08:39:19.663
839,2007-11-20T09:22:15.414
840,2007-11-20T15:20:57.623
841,2007-11-20T16:07:03.529
842,2007-11-20T22:09:21.824
843,2007-11-20T22:49:41.992
844,2007-11-21T04:48:06.914
845,2007-11-21T05:31:54.525
846,2007-11-21T11:27:35.222
847,2007-11-21T12:22:02.448
848,2007-11-21T18:19:09.579
849,2007-11-21T19:06:07.346
850,2007-11-22T01:03:23.121
851,2007-11-22T01:52:21.896
852,2007-11-22T07:56:23.913
853,2007-11-22T14:36:44.081
854,2007-11-22T15:03:49.051
855,2007-11-22T21:24:25.066
856,2007-11-22T21:51:30.036
857,2007-11-23T04:00:08.643
858,2007-11-23T04:34:25.786
859,2007-11-23T10:54:01.296
860,2007-11-23T11:16:29.675
861,2007-11-23T17:26:26.074
862,2007-11-23T17:52:04.609
863,2007-11-24T00:12:49.267
864,2007-11-24T00:57:11.452
865,2007-11-24T06:59:38.391
866,2007-11-24T07:36:13.829
867,2007-11-24T13:43:43.289
868,2007-11-24T14:12:49.267
869,2007-11-24T20:33:16.638
870,2007-11-24T21:08:08.355
871,2007-11-25T03:08:34.285
872,2007-11-25T03:50:20.888
873,2007-11-25T09:59:34.069
874,2007-11-25T10:23:28.883
875,2007-11-25T16:28:48.691
876,2007-11-25T17:12:01.728
877,2007-11-26T06:02:44.225
878,2007-11-26T06:45:57.262
879,2007-11-26T12:55:01.800
880,2007-11-26T13:36:13.829
881,2007-11-26T19:31:02.665
882,2007-11-26T20:15:24.849
883,2007-11-27T02:26:21.752
884,2007-11-27T03:16:29.675
885,2007-11-27T09:12:01.728
886,2007-11-27T09:48:02.593
887,2007-11-27T22:40:28.811
888,2007-11-27T23:22:32.701
889,2007-11-28T05:29:01.656
890,2007-11-28T06:00:25.930
891,2007-11-28T12:11:40.120
892,2007-11-28T12:44:48.115
893,2007-11-28T19:01:22.112
894,2007-11-28T19:35:21.968
895,2007-11-29T01:44:00.576
896,2007-11-29T02:33:51.212
897,2007-11-29T08:30:58.343
898,2007-11-29T09:14:45.954
899,2007-11-29T15:15:11.884
900,2007-11-29T15:52:21.896
901,2007-11-29T21:51:30.036
902,2007-11-29T22:41:20.672
903,2007-11-30T04:46:05.906
904,2007-11-30T05:36:48.403
